SITE_CODE,MSMT_DATE,RPE,GSE,RDNG_WS,RDNG_RP,WLM_QA_DESC,WLM_ORG_NAME,MSMT_CMT
332323N1174051W002,4/28/1966 0:00,8.22,8.22,0,3.37,,Department of Water Resources,
332323N1174051W002,4/1/1972 0:00,8.22,8.22,0,3,,Department of Water Resources,
332323N1174051W002,4/4/1972 0:00,8.22,8.22,0,2.78,,Department of Water Resources,
332367N1173973W001,2/4/1948 0:00,6.23,6.23,,1.38,QM:Other,Department of Water Resources,
332367N1173973W001,8/27/1948 0:00,6.23,6.23,,0.99,QM:Other,Department of Water Resources,
332367N1173973W001,9/30/1948 0:00,6.23,6.23,,1.35,QM:Other,Department of Water Resources,
332367N1173973W001,10/20/1948 0:00,6.23,6.23,,1.28,QM:Other,Department of Water Resources,
332367N1173973W001,11/16/1949 0:00,6.23,6.23,,1.7,QM:Other,Department of Water Resources,
332367N1173973W001,11/29/1949 0:00,6.23,6.23,,1.5,QM:Other,Department of Water Resources,
332367N1173973W001,12/12/1949 0:00,6.23,6.23,,1.5,QM:Other,Department of Water Resources,
332367N1173973W001,1/25/1950 0:00,6.23,6.23,,1,QM:Other,Department of Water Resources,
332367N1173973W001,3/7/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332367N1173973W001,3/17/1950 0:00,6.23,6.23,,0.1,QM:Other,Department of Water Resources,
332367N1173973W001,4/10/1950 0:00,6.23,6.23,,0.1,QM:Other,Department of Water Resources,
332367N1173973W001,4/26/1950 0:00,6.23,6.23,,,QM:Other,Department of Water Resources,
332367N1173973W001,5/5/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332367N1173973W001,5/19/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332367N1173973W001,6/9/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332367N1173973W001,6/26/1950 0:00,6.23,6.23,,1.1,QM:Other,Department of Water Resources,
332367N1173973W001,7/10/1950 0:00,6.23,6.23,,1.4,QM:Other,Department of Water Resources,
332367N1173973W001,7/26/1950 0:00,6.23,6.23,,1.2,QM:Other,Department of Water Resources,
332367N1173973W001,8/11/1950 0:00,6.23,6.23,,1.8,QM:Other,Department of Water Resources,
332367N1173973W001,8/28/1950 0:00,6.23,6.23,,1.9,QM:Other,Department of Water Resources,
332367N1173973W001,9/22/1950 0:00,6.23,6.23,0,1.09,,Department of Water Resources,
332367N1173973W001,3/7/1951 0:00,6.23,6.23,,1.8,QM:Other,Department of Water Resources,
332367N1173973W001,1/2/1952 0:00,6.23,6.23,,1,QM:Other,Department of Water Resources,
332370N1173912W001,9/22/1950 0:00,7.23,7.23,0,3.16,,Department of Water Resources,
332370N1173946W001,2/4/1948 0:00,6.23,6.23,,2.02,QM:Other,Department of Water Resources,
332370N1173946W001,8/27/1948 0:00,6.23,6.23,,1.38,QM:Other,Department of Water Resources,
332370N1173946W001,9/30/1948 0:00,6.23,6.23,,1.68,QM:Other,Department of Water Resources,
332370N1173946W001,10/20/1948 0:00,6.23,6.23,,1.63,QM:Other,Department of Water Resources,
332370N1173946W001,8/2/1949 0:00,6.23,6.23,,1.08,QM:Other,Department of Water Resources,
332370N1173946W001,11/16/1949 0:00,6.23,6.23,,2.07,QM:Other,Department of Water Resources,
332370N1173946W001,11/29/1949 0:00,6.23,6.23,,2.2,QM:Other,Department of Water Resources,
332370N1173946W001,12/12/1949 0:00,6.23,6.23,,2.3,QM:Other,Department of Water Resources,
332370N1173946W001,1/25/1950 0:00,6.23,6.23,,2.2,QM:Other,Department of Water Resources,
332370N1173946W001,2/3/1950 0:00,6.23,6.23,,1.8,QM:Other,Department of Water Resources,
332370N1173946W001,2/10/1950 0:00,6.23,6.23,,0.8,QM:Other,Department of Water Resources,
332370N1173946W001,2/17/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332370N1173946W001,3/7/1950 0:00,6.23,6.23,,0.7,QM:Other,Department of Water Resources,
332370N1173946W001,3/17/1950 0:00,6.23,6.23,,0.8,QM:Other,Department of Water Resources,
332370N1173946W001,4/10/1950 0:00,6.23,6.23,,0.9,QM:Other,Department of Water Resources,
332370N1173946W001,4/26/1950 0:00,6.23,6.23,,1.2,QM:Other,Department of Water Resources,
332370N1173946W001,5/5/1950 0:00,6.23,6.23,,1.3,QM:Other,Department of Water Resources,
332370N1173946W001,5/19/1950 0:00,6.23,6.23,,1.5,QM:Other,Department of Water Resources,
332370N1173946W001,6/9/1950 0:00,6.23,6.23,,1.6,QM:Other,Department of Water Resources,
332370N1173946W001,6/26/1950 0:00,6.23,6.23,,1.8,QM:Other,Department of Water Resources,
332370N1173946W001,7/10/1950 0:00,6.23,6.23,,2,QM:Other,Department of Water Resources,
332370N1173946W001,7/26/1950 0:00,6.23,6.23,,2.1,QM:Other,Department of Water Resources,
332370N1173946W001,8/11/1950 0:00,6.23,6.23,,2.2,QM:Other,Department of Water Resources,
332370N1173946W001,8/28/1950 0:00,6.23,6.23,,2.3,QM:Other,Department of Water Resources,
332370N1173946W001,9/8/1950 0:00,6.23,6.23,,2.4,QM:Other,Department of Water Resources,
332370N1173946W001,9/22/1950 0:00,6.23,6.23,0,2.52,,Department of Water Resources,
332370N1173946W001,9/26/1950 0:00,6.23,6.23,,2.6,QM:Other,Department of Water Resources,
332370N1173946W001,10/6/1950 0:00,6.23,6.23,,2.7,QM:Other,Department of Water Resources,
332370N1173946W001,10/20/1950 0:00,6.23,6.23,,2.8,QM:Other,Department of Water Resources,
332370N1173946W001,11/6/1950 0:00,6.23,6.23,,2.8,QM:Other,Department of Water Resources,
332370N1173946W001,11/21/1950 0:00,6.23,6.23,,2.75,QM:Other,Department of Water Resources,
332370N1173946W001,1/15/1951 0:00,6.23,6.23,,2.9,QM:Other,Department of Water Resources,
332370N1173946W001,2/5/1951 0:00,6.23,6.23,,2.9,QM:Other,Department of Water Resources,
332370N1173946W001,3/7/1951 0:00,6.23,6.23,,2.8,QM:Other,Department of Water Resources,
332370N1173946W001,3/26/1951 0:00,6.23,6.23,,2.9,QM:Other,Department of Water Resources,
332370N1173946W001,1/2/1952 0:00,6.23,6.23,,2.8,QM:Other,Department of Water Resources,
332373N1173882W001,1/29/1948 0:00,11.23,11.23,,5.5,QM:Other,Department of Water Resources,
332373N1173882W001,2/3/1948 0:00,11.23,11.23,,5.5,QM:Other,Department of Water Resources,
332373N1173882W001,2/9/1948 0:00,11.23,11.23,,3.3,QM:Other,Department of Water Resources,
332373N1173882W001,2/10/1948 0:00,11.23,11.23,,3.5,QM:Other,Department of Water Resources,
332373N1173882W001,2/13/1948 0:00,11.23,11.23,,3.5,QM:Other,Department of Water Resources,
332373N1173882W001,2/26/1948 0:00,11.23,11.23,,3.4,QM:Other,Department of Water Resources,
332373N1173882W001,8/11/1948 0:00,11.23,11.23,,4.4,QM:Other,Department of Water Resources,
332373N1173882W001,8/27/1948 0:00,11.23,11.23,,5.1,QM:Other,Department of Water Resources,
332373N1173882W001,9/30/1948 0:00,11.23,11.23,,5.5,QM:Other,Department of Water Resources,
332373N1173882W001,10/20/1948 0:00,11.23,11.23,,5.55,QM:Other,Department of Water Resources,
332373N1173882W001,10/22/1948 0:00,11.23,11.23,,5.6,QM:Other,Department of Water Resources,
332373N1173882W001,11/18/1948 0:00,11.23,11.23,,5.75,QM:Other,Department of Water Resources,
332373N1173882W001,12/8/1948 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,12/17/1948 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,12/23/1948 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,1/10/1949 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,1/19/1949 0:00,11.23,11.23,,5.55,QM:Other,Department of Water Resources,
332373N1173882W001,1/26/1949 0:00,11.23,11.23,,5.6,QM:Other,Department of Water Resources,
332373N1173882W001,2/3/1949 0:00,11.23,11.23,,5.6,QM:Other,Department of Water Resources,
332373N1173882W001,2/10/1949 0:00,11.23,11.23,,5.4,QM:Other,Department of Water Resources,
332373N1173882W001,2/15/1949 0:00,11.23,11.23,,5.6,QM:Other,Department of Water Resources,
332373N1173882W001,2/24/1949 0:00,11.23,11.23,,5.5,QM:Other,Department of Water Resources,
332373N1173882W001,3/14/1949 0:00,11.23,11.23,,3,QM:Other,Department of Water Resources,
332373N1173882W001,8/2/1949 0:00,11.23,11.23,,5.3,QM:Other,Department of Water Resources,
332373N1173882W001,8/26/1949 0:00,11.23,11.23,,5.4,QM:Other,Department of Water Resources,
332373N1173882W001,9/16/1949 0:00,11.23,11.23,,5.8,QM:Other,Department of Water Resources,
332373N1173882W001,10/6/1949 0:00,11.23,11.23,,5.8,QM:Other,Department of Water Resources,
332373N1173882W001,10/14/1949 0:00,11.23,11.23,,5.9,QM:Other,Department of Water Resources,
332373N1173882W001,10/27/1949 0:00,11.23,11.23,,6.1,QM:Other,Department of Water Resources,
332373N1173882W001,11/16/1949 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,11/29/1949 0:00,11.23,11.23,,6.1,QM:Other,Department of Water Resources,
332373N1173882W001,12/12/1949 0:00,11.23,11.23,,6.2,QM:Other,Department of Water Resources,
332373N1173882W001,12/29/1949 0:00,11.23,11.23,,6.2,QM:Other,Department of Water Resources,
332373N1173882W001,1/13/1950 0:00,11.23,11.23,,6.3,QM:Other,Department of Water Resources,
332373N1173882W001,1/25/1950 0:00,11.23,11.23,,6.2,QM:Other,Department of Water Resources,
332373N1173882W001,2/3/1950 0:00,11.23,11.23,,5.9,QM:Other,Department of Water Resources,
332373N1173882W001,2/10/1950 0:00,11.23,11.23,,5.7,QM:Other,Department of Water Resources,
332373N1173882W001,2/17/1950 0:00,11.23,11.23,,5.7,QM:Other,Department of Water Resources,
332373N1173882W001,3/7/1950 0:00,11.23,11.23,,5.8,QM:Other,Department of Water Resources,
332373N1173882W001,3/17/1950 0:00,11.23,11.23,,5.8,QM:Other,Department of Water Resources,
332373N1173882W001,4/10/1950 0:00,11.23,11.23,,5.9,QM:Other,Department of Water Resources,
332373N1173882W001,4/26/1950 0:00,11.23,11.23,,5.6,QM:Other,Department of Water Resources,
332373N1173882W001,5/5/1950 0:00,11.23,11.23,,6,QM:Other,Department of Water Resources,
332373N1173882W001,5/19/1950 0:00,11.23,11.23,,6.1,QM:Other,Department of Water Resources,
332373N1173882W001,6/9/1950 0:00,11.23,11.23,,6.3,QM:Other,Department of Water Resources,
332373N1173882W001,6/26/1950 0:00,11.23,11.23,,6.5,QM:Other,Department of Water Resources,
332373N1173882W001,7/10/1950 0:00,11.23,11.23,,6.6,QM:Other,Department of Water Resources,
332373N1173882W001,7/26/1950 0:00,11.23,11.23,,6.7,QM:Other,Department of Water Resources,
332373N1173882W001,8/11/1950 0:00,11.23,11.23,,6.5,QM:Other,Department of Water Resources,
332373N1173882W001,8/28/1950 0:00,11.23,11.23,,6.8,QM:Other,Department of Water Resources,
332373N1173882W001,9/8/1950 0:00,11.23,11.23,,7,QM:Other,Department of Water Resources,
332373N1173882W001,9/13/1950 0:00,11.23,11.23,0,6.94,,Department of Water Resources,
332373N1173882W001,9/26/1950 0:00,11.23,11.23,,7,QM:Other,Department of Water Resources,
332373N1173882W001,10/6/1950 0:00,11.23,11.23,,7.1,QM:Other,Department of Water Resources,
332373N1173882W001,10/20/1950 0:00,11.23,11.23,,7.3,QM:Other,Department of Water Resources,
332373N1173882W001,11/6/1950 0:00,11.23,11.23,,7.4,QM:Other,Department of Water Resources,
332373N1173882W001,11/21/1950 0:00,11.23,11.23,,7.4,QM:Other,Department of Water Resources,
332373N1173882W001,12/12/1950 0:00,11.23,11.23,,7.4,QM:Other,Department of Water Resources,
332373N1173882W001,1/15/1951 0:00,11.23,11.23,,7.6,QM:Other,Department of Water Resources,
332373N1173882W001,2/5/1951 0:00,11.23,11.23,,7.6,QM:Other,Department of Water Resources,
332373N1173882W001,2/21/1951 0:00,11.23,11.23,,7.5,QM:Other,Department of Water Resources,
332373N1173882W001,3/7/1951 0:00,11.23,11.23,,7.7,QM:Other,Department of Water Resources,
332373N1173882W001,3/26/1951 0:00,11.23,11.23,,7.7,QM:Other,Department of Water Resources,
332373N1173882W001,4/10/1951 0:00,11.23,11.23,,7.8,QM:Other,Department of Water Resources,
332373N1173882W001,4/27/1951 0:00,11.23,11.23,,7.8,QM:Other,Department of Water Resources,
332373N1173882W001,5/7/1951 0:00,11.23,11.23,,7.8,QM:Other,Department of Water Resources,
332373N1173882W001,5/29/1951 0:00,11.23,11.23,,7.9,QM:Other,Department of Water Resources,
332373N1173882W001,6/18/1951 0:00,11.23,11.23,,8,QM:Other,Department of Water Resources,
332373N1173882W001,7/2/1951 0:00,11.23,11.23,,8,QM:Other,Department of Water Resources,
332373N1173882W001,7/17/1951 0:00,11.23,11.23,,8.2,QM:Other,Department of Water Resources,
332373N1173882W001,8/7/1951 0:00,11.23,11.23,,8.2,QM:Other,Department of Water Resources,
332373N1173882W001,8/27/1951 0:00,11.23,11.23,,8.3,QM:Other,Department of Water Resources,
332373N1173882W001,9/10/1951 0:00,11.23,11.23,,8.3,QM:Other,Department of Water Resources,
332373N1173882W001,9/27/1951 0:00,11.23,11.23,,8.3,QM:Other,Department of Water Resources,
332373N1173882W001,10/15/1951 0:00,11.23,11.23,,8.4,QM:Other,Department of Water Resources,
332373N1173882W001,11/5/1951 0:00,11.23,11.23,,8.4,QM:Other,Department of Water Resources,
332373N1173882W001,12/3/1951 0:00,11.23,11.23,,8.3,QM:Other,Department of Water Resources,
332373N1173882W001,12/19/1951 0:00,11.23,11.23,,8.3,QM:Other,Department of Water Resources,
332373N1173882W001,1/2/1952 0:00,11.23,11.23,,8,QM:Other,Department of Water Resources,
332373N1173882W001,1/21/1952 0:00,11.23,11.23,,1.2,QM:Other,Department of Water Resources,
332373N1173882W001,2/1/1952 0:00,11.23,11.23,,2.2,QM:Other,Department of Water Resources,
332373N1173882W001,2/21/1952 0:00,11.23,11.23,,2.8,QM:Other,Department of Water Resources,
332373N1173882W001,3/5/1952 0:00,11.23,11.23,,2.8,QM:Other,Department of Water Resources,
332373N1173882W001,3/17/1952 0:00,11.23,11.23,,0.6,QM:Other,Department of Water Resources,
332373N1173882W001,3/25/1952 0:00,11.23,11.23,0,2.14,,Department of Water Resources,
332373N1173882W001,4/1/1952 0:00,11.23,11.23,,2.65,QM:Other,Department of Water Resources,
332373N1173882W001,4/7/1952 0:00,11.23,11.23,0,2.8,,Department of Water Resources,
332373N1173882W001,4/14/1952 0:00,11.23,11.23,0,2.53,,Department of Water Resources,
332373N1173882W001,4/22/1952 0:00,11.23,11.23,0,2.84,,Department of Water Resources,
332373N1173882W001,4/28/1952 0:00,11.23,11.23,0,2.85,,Department of Water Resources,
332373N1173882W001,5/2/1952 0:00,11.23,11.23,,2.95,QM:Other,Department of Water Resources,
332373N1173882W001,5/7/1952 0:00,11.23,11.23,0,3,,Department of Water Resources,
332373N1173882W001,5/14/1952 0:00,11.23,11.23,,3.2,QM:Other,Department of Water Resources,
332373N1173882W001,5/19/1952 0:00,11.23,11.23,0,3.26,,Department of Water Resources,
332373N1173882W001,6/17/1952 0:00,11.23,11.23,0,3.68,,Department of Water Resources,
332373N1173882W001,6/30/1952 0:00,11.23,11.23,0,3.83,,Department of Water Resources,
332373N1173882W001,7/14/1952 0:00,11.23,11.23,0,3.99,,Department of Water Resources,
332373N1173882W001,8/20/1952 0:00,11.23,11.23,0,4.39,,Department of Water Resources,
332373N1173882W001,9/9/1952 0:00,11.23,11.23,,4.6,QM:Other,Department of Water Resources,
332373N1173882W001,10/1/1952 0:00,11.23,11.23,,4.7,QM:Other,Department of Water Resources,
332373N1173882W001,10/14/1952 0:00,11.23,11.23,0,4.75,,Department of Water Resources,
332373N1173882W001,11/18/1952 0:00,11.23,11.23,0,4.56,,Department of Water Resources,
332373N1173882W001,12/4/1952 0:00,11.23,11.23,,4.3,QM:Other,Department of Water Resources,
332373N1173882W001,12/23/1952 0:00,11.23,11.23,0,3.98,,Department of Water Resources,
332373N1173882W001,1/20/1953 0:00,11.23,11.23,0,3.2,,Department of Water Resources,
332373N1173882W001,2/17/1953 0:00,11.23,11.23,0,3.6,,Department of Water Resources,
332373N1173882W001,3/4/1953 0:00,11.23,11.23,,3.6,QM:Other,Department of Water Resources,
332373N1173882W001,3/24/1953 0:00,11.23,11.23,0,3.68,,Department of Water Resources,
332373N1173882W001,5/21/1953 0:00,11.23,11.23,,4.4,QM:Other,Department of Water Resources,
332373N1173882W001,5/26/1953 0:00,11.23,11.23,0,4.17,,Department of Water Resources,
332373N1173882W001,6/29/1953 0:00,11.23,11.23,0,4.43,,Department of Water Resources,
